Globex,Exchange,Product Name,Group,Subgroup,Option?,Hours
BCR,NYMEX,Gulf Coast CBOB Gasoline A2 (Platts) vs. RBOB Gasoline BALMO Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
MO1,CME,EUR/USD Weekly Monday Options - Week 1,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
AEZ,NYMEX,NY Ethanol (Platts) Futures,Energy,Biofuels,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
ALI,COMEX,Aluminum Futures,Metals,Base,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m.,22:00UTC
22,NYMEX,Argus Propane Far East Index BALMO Futures,Energy,Petrochemicals,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
WE2,CME,EUR/USD Weekly Wednesday Options - Week 2,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
GY,NYMEX,Gulf Coast ULSD (Platts) Crack Spread Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
SGC,COMEX,Shanghai Gold (CNH) Futures,Metals,Precious,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
A6F,NYMEX,Crude Oil Calendar Strip Option,Energy,Crude Oil,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
AYX,NYMEX,Mars (Argus) vs. WTI Financial Futures,Energy,Crude Oil,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
MAF,NYMEX,Micro Singapore Fuel Oil 380CST (Platts) Futures,Energy,Refined Products,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
-,CBOT,UAN FOB NOLA Swaps,Agriculture,Fertilizer,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
HDG,COMEX,U.S. Midwest Domestic Steel Premium (CRU) Futures,Metals,Ferrous,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
OZQ,CBOT,30 Day Federal Funds Options,Interest Rate,Stirs,true,Sunday - Friday : 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m.CT) with a 60-minute break each day&nb,22:00UTC
WE3,CME,EUR/USD Weekly Wednesday Options - Week 3,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
CPB,NYMEX,Conway Propane (OPIS) BALMO Futures,Energy,Petrochemicals,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
FSS,NYMEX,1% Fuel Oil Cargoes FOB NWE (Platts) vs. 3.5% Fuel Oil Barges FOB Rdam (Platts) Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
ICI,NYMEX,Coal (ICI 4) Indonesian Coal Index (Argus/Coalindo) Futures,Energy,Coal,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
PGN,NYMEX,Dominion, South Point Natural Gas (Platts IFERC) Basis Futures,Energy,Natural Gas,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
OZO,CBOT,Oats Options,Agriculture,Grain And Oilseed,true,Sunday – Friday  7:00 p.m. – 7:45 a.m. CT and <br>Monday – Friday  8:30 a.m. – 1:20 p.m. CT,19:20UTC
ZW3,CBOT,Chicago SRW Wheat Weekly Options - Week 3,Agriculture,Grain And Oilseed,true,Sunday – Friday  7:00 p.m. – 7:45 a.m. CT and <br>Monday – Friday  8:30 a.m. – 1:20 p.m. CT,19:20UTC
JNL,NYMEX,NYISO Zone J Day-Ahead Peak Calendar-Day 5 MW Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
EH,CBOT,Ethanol Futures,Energy,Biofuels,false,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
ABH,NYMEX,NY Harbor ULSD Bullet Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
UFB,CBOT,Urea (Granular) CFR Brazil Futures,Agriculture,Fertilizer,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
WA1,CME,AUD/USD Weekly Wednesday Options - Week 1,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
DCB,NYMEX,Dubai Crude Oil (Platts) Financial Futures,Energy,Crude Oil,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
AKL,NYMEX,Los Angeles CARB Diesel (OPIS) vs. NY Harbor ULSD Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
D1N,NYMEX,Singapore Mogas 92 Unleaded (Platts) Brent Crack Spread Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
1NM,NYMEX,MTBE FOB Singapore (Platts) Futures,Energy,Petrochemicals,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
PRK,CME,Pork Cutout Options,Agriculture,Livestock,true,Monday - Friday: 8:30 a.m. - 1:05 p.m. CT,19:05UTC
MBL,NYMEX,Mont Belvieu LDH Iso-Butane (OPIS) Futures,Energy,Petrochemicals,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
ZS3,CBOT,Soybean Weekly Options - Week 3,Agriculture,Grain And Oilseed,true,Sunday – Friday  7:00 p.m. – 7:45 a.m. CT and <br>Monday – Friday  8:30 a.m. – 1:20 p.m. CT,19:20UTC
AVK,NYMEX,New York Harbor 1.0% Fuel Oil (Platts) BALMO Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
AGX,NYMEX,European Low Sulphur Gasoil Financial Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
H5G,NYMEX,USGC Marine Fuel 0.5% Barges (Platts) vs. Gulf Coast HSFO (Platts) Futures,Energy,Refined Products,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
AXA,NYMEX,LLS (Argus) Financial Futures,Energy,Crude Oil,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
LIO,CBOT,20-year Eris Swap Futures,Interest Rate,Swap Futures,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
UCS,NYMEX,UCOME Biodiesel (RED Compliant) FOB ARA (Argus) vs Low Sulphur Gasoil Futures,Energy,Biofuels,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
YM3,CBOT,E-mini Dow ($5) Weekly Options - Week 3,Equities,US Index,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. ET (5:00 p.m. - 4:00 p.m. CT) with a daily trading halt from 4,22:00UTC
MQ2,CME,Options on Micro E-mini Nasdaq-100 Index Futures - Week 2,Equities,US Index,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. Eastern Time (ET) with trading halt 4:15 p.m. - 4:30 p.m,22:00UTC
EYM,CBOT,E-mini Dow ($5) End of Month Options,Equities,US Index,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. ET (5:00 p.m. - 4:00 p.m. CT) with a daily trading halt from 4,22:00UTC
ACB,NYMEX,Freight Route TD22 (Baltic) Futures,Energy,Freight,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
RT,NYMEX,RBOB Gasoline Bullet Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
PAL,NYMEX,PJM AEP Dayton Hub Day-Ahead Peak Calendar-Day 5 MW Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
MDB,NYMEX,Mini Dated Brent (Platts) Financial Futures,Energy,Crude Oil,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
SBM,NYMEX,Mini Singapore FOB Marine Fuel 0.5% (Platts) BALMO Futures,Energy,Refined Products,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
GLI,NYMEX,European Low Sulphur Gasoil (100mt) Bullet Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
ZCW,CBOT,Chicago SRW Wheat-Corn Intercommodity Spread Options,Agriculture,Grain And Oilseed,true,Sunday – Friday  7:00 p.m. – 7:45 a.m. CT and <br>Monday – Friday  8:30 a.m. – 1:20 p.m. CT,19:20UTC
6N,CME,NZD/USD Monthly Options,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
TH,NYMEX,Freight Route TC5 (Platts) Futures,Energy,Freight,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
AB6,NYMEX,Group Three ULSD (Platts) vs. NY Harbor ULSD BALMO Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
R5F,NYMEX,European FOB Rdam Marine Fuel 0.5% Barges (Platts) Futures,Energy,Refined Products,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
ANE,CME,Australian Dollar/New Zealand Dollar Futures,FX,Cross Rates,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
PTL,NYMEX,MISO Indiana Hub Real-Time Peak Calendar-Day 5 MW Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
GVR,NYMEX,Gulf Coast Jet Fuel (Platts) Average Price Option,Energy,Refined Products,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
YID,CBOT,4-Year Eris SOFR Swap Futures,Interest Rate,Swap Futures,false,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
6R,CME,RUB/USD Monthly Options,FX,Emerging Market,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
WY1,CBOT,10-Year Treasury Note Wednesday Weekly Options - Week 1,Interest Rate,US Treasury,true,Sunday - Friday: 5:00 p.m. - 4:00 p.m. CT,22:00UTC
FOC,NYMEX,NY 3.0% Fuel Oil (Platts) vs. Gulf Coast HSFO (Platts) Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
OG4,COMEX,Gold Weekly Options - Week 4,Metals,Precious,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
MO4,CME,EUR/USD Weekly Monday Options - Week 4,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
TPY,CME,Yen Denominated TOPIX Futures,Equities,International Index,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
MGN,NYMEX,Mini ULSD 10ppm Cargoes CIF NWE (Platts) vs. Low Sulphur Gasoil Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
MJ2,CME,JPY/USD Weekly Monday Options - Week 2,FX,Majors,true,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
4BP,CME,GBP/USD Weekly Friday Options - Week 4,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
3SF,CME,CHF/USD Weekly Friday Options - Week 3,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
SO3,COMEX,Silver Weekly Options - Week 3,Metals,Precious,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
AJL,NYMEX,Los Angeles CARBOB Gasoline (OPIS) vs. RBOB Gasoline Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
AFY,NYMEX,Dated Brent (Platts) to Frontline Brent Futures,Energy,Crude Oil,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
6Y,NYMEX,Crude Oil Option Semi-Annual Strip Option,Energy,Crude Oil,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
MFC,CBOT,MAP CFR Brazil Futures,Agriculture,Fertilizer,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
IBV,CME,USD-Denominated Ibovespa Index Futures,Equities,International Index,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. Eastern Time (ET)<br> <br> .BTIC: Sunday - Friday 6:00 p.m. - ,22:00UTC
CZW,CBOT,Consecutive Chicago SRW Wheat CSO,Agriculture,Grain And Oilseed,false,Sunday – Friday  7:00 p.m. – 7:45 a.m. CT and <br>Monday – Friday  8:30 a.m. – 1:20 p.m. CT,19:20UTC
MXR,NYMEX,Mini RBOB Gasoline vs. Gasoline Euro-bob Oxy NWE Barges (Argus) BALMO Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
JTB,NYMEX,NY Buckeye Jet Fuel (Platts) vs. NY Harbor ULSD BALMO Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
MD2,CME,CAD/USD Weekly Monday Options - Week 2,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
EPZ,CME,Polish Zloty/Euro (PLN/EUR) Cross Rate Futures,FX,Emerging Market,false,Sundays: 5:00 p.m. – 4:00 p.m. Central Time (CT) next day. Monday – Friday: 5:00 p.m. – 4:00 p.m. CT,22:00UTC
AVZ,NYMEX,Gulf Coast HSFO (Platts) BALMO Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
A47,NYMEX,PJM METED Zone Peak Calendar-Month Day-Ahead LMP Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
AJN,NYMEX,PJM Northern Illinois Hub Peak 50 MW Calendar-Month LMP Option,Energy,Electricity,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
LHV,NYMEX,NYISO Lower Hudson Valley Capacity Calendar-Month Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m.&nbsp;CT) with a 60-minute break each da,22:00UTC
OWD,CBOT,Short Dated New Crop Chicago SRW Wheat Options,Agriculture,Grain And Oilseed,true,Sunday – Friday  7:00 p.m. – 7:45 a.m. CT and <br>Monday – Friday  8:30 a.m. – 1:20 p.m. CT,19:20UTC
0B,NYMEX,Mini European 1% Fuel Oil Cargoes FOB NWE (Platts) Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
MGH,NYMEX,Gulf Coast HSFO (Platts) Crack Spread Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
LO3,NYMEX,Crude Oil Weekly Options - Week 3,Energy,Crude Oil,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
UP5,NYMEX,USGC Marine Fuel 0.5% Barges (Platts) (mt) Futures,Energy,Refined Products,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
EVC,NYMEX,Singapore Fuel Oil 380 cst (Platts) vs. European 3.5% Fuel Oil Barges FOB Rdam (Platts) Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
MAA,NYMEX,Mini-Argus Butane (Saudi Aramco) Futures,Energy,Petrochemicals,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
UDL,NYMEX,PJM Northern Illinois Hub Real-Time Peak Calendar-Day 5 MW Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
UFE,CBOT,Urea (Granular) FOB Egypt Futures,Agriculture,Fertilizer,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
T7C,NYMEX,Freight Route TC17 (Baltic) Futures,Energy,Freight,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
12W,CBOT,Chicago SRW Wheat July-July CSO,Agriculture,Grain And Oilseed,false,Sunday – Friday  7:00 p.m. – 7:45 a.m. CT and <br>Monday – Friday  8:30 a.m. – 1:20 p.m. CT,19:20UTC
A32,NYMEX,European Propane CIF ARA (Argus) BALMO Futures,Energy,Petrochemicals,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
AUB,NYMEX,Dated Brent (Platts) Financial Futures,Energy,Crude Oil,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
ZW2,CBOT,Chicago SRW Wheat Weekly Options - Week 2,Agriculture,Grain And Oilseed,true,Sunday – Friday  7:00 p.m. – 7:45 a.m. CT and <br>Monday – Friday  8:30 a.m. – 1:20 p.m. CT,19:20UTC
OC6,CBOT,Soybean Oil July-Dec CSO,Agriculture,Grain And Oilseed,false,Sunday – Friday  7:00 p.m. – 7:45 a.m. CT and <br>Monday – Friday  8:30 a.m. – 1:20 p.m. CT,19:20UTC
TRL,CME,Turkish Lira/US Dollar (TRY/USD) Future,FX,Emerging Market,false,Sunday – Friday 17:00 hours – 16:00 hours Chicago time.&nbsp; Friday close at 16:00 CT and reopens a,22:00UTC
S53,NYMEX,Singapore FOB Marine Fuel 0.5% (Platts) vs. Singapore 380 CST Fuel Oil (Platts) Futures,Energy,Refined Products,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
AVL,NYMEX,Gasoil 0.1% Barges FOB ARA (Platts) Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
EWN,NYMEX,East-West Naphtha: Japan C&F vs. Cargoes CIF NWE Spread (Platts) Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
MQ4,CME,Options on Micro E-mini Nasdaq-100 Index Futures - Week 4,Equities,US Index,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. Eastern Time (ET) with trading halt 4:15 p.m. - 4:30 p.m,22:00UTC
WB1,CBOT,U.S. Treasury Bond Wednesday Weekly Options - Week 1,Interest Rate,US Treasury,true,Sunday - Friday: 5:00 p.m. - 4:00 p.m. CT,22:00UTC
EX1,CME,Options on Micro E-mini Standard and Poors 500 Stock Price Index Futures - Week 1,Equities,US Index,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. Eastern Time (ET) with trading halt 4:15 p.m. - 4:30 p.m,22:00UTC
BIO,CME,E-mini Nasdaq-100 Biotechnology Index Futures,Equities,US Index,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. Eastern Time (ET) with&nbsp; trading halt 4:15 p.m. - 4:30 p.m,22:00UTC
MBB,NYMEX,Mont Belvieu Ethylene (PCW) BALMO Futures,Energy,Petrochemicals,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
SZH,CBOT,Soybean Mar-Jul CSO,Agriculture,Grain And Oilseed,false,Sunday – Friday  7:00 p.m. – 7:45 a.m. CT and <br>Monday – Friday  8:30 a.m. – 1:20 p.m. CT,19:20UTC
STR,NYMEX,Singapore Fuel Oil 180 cst (Platts) 6.35 Brent Crack Spread Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
CZS,CBOT,Consecutive Soybean CSO,Agriculture,Grain And Oilseed,false,Sunday – Friday  7:00 p.m. – 7:45 a.m. CT and <br>Monday – Friday  8:30 a.m. – 1:20 p.m. CT,19:20UTC
ALO,COMEX,Aluminum MW U.S. Transaction Premium Platts (25MT) Average Price Option,Metals,Base,true,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
A0F,NYMEX,Mini Singapore Fuel Oil 180 cst (Platts) Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
JQ,CME,Mid-Sized Milk Options,Agriculture,Dairy,true,Sundays at 5:00 p.m. through Friday at 1:55 p.m. with daily trading halts from 4:00 p.m. to 5:00 p.m,23:00UTC
MO2,CME,EUR/USD Weekly Monday Options - Week 2,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
AWQ,NYMEX,Gasoil 0.1% Barges FOB ARA (Platts) vs. Low Sulphur Gasoil Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
WPL,NYMEX,PJM Western Hub Day-Ahead Peak Calendar-Day 5 MW Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
H2O,CME,Nasdaq Veles California Water Index Futures,Equities,US Index,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
SD,NYMEX,Singapore Fuel Oil 180 cst (Platts) vs. 380 cst (Platts) Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
