Code,Exchange,Product Name,Group,Subgroup,Option?,Close
IDO,IFED,Option on MISO Indiana Hub Real-Time Peak Daily Look Back Fixed Price Future,Energy,Electricity,true,23:00UTC
CIN,IFED,Option on MISO Indiana Hub Real-Time Peak Fixed Price Future,Energy,Electricity,true,23:00UTC
MCN,IFED,Option on NGPL Midcont Fixed Price Future,Energy,Natural Gas,true,23:00UTC
NTH,IFED,Option on NGPL TXOK Fixed Price Future,Energy,Natural Gas,true,23:00UTC
NNH,IFED,Option on NNG Ventura Fixed Price Future,Energy,Natural Gas,true,23:00UTC
FQR,IFED,Option on NWP Rockies Fixed Price Future,Energy,Natural Gas,true,23:00UTC
ADP,IFED,Option on NYISO Zone A Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,true,23:00UTC
NAY,IFED,Option on NYISO Zone A Day-Ahead Peak Fixed Price Future,Energy,Electricity,true,23:00UTC
GDP,IFED,Option on NYISO Zone G Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,true,23:00UTC
NGY,IFED,Option on NYISO Zone G Day-Ahead Peak Fixed Price Future,Energy,Electricity,true,23:00UTC
PVM,IFED,Option on Palo Verde Day-Ahead Peak Fixed Price Future,Energy,Electricity,true,23:00UTC
OPP,IFED,Option on Panhandle Fixed Price Future,Energy,Natural Gas,true,23:00UTC
PGD,IFED,Option on PG&E Citygate Fixed Price Future,Energy,Natural Gas,true,23:00UTC
ADA,IFED,Option on PJM AEP Dayton Hub Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,true,23:00UTC
AOD,IFED,Option on PJM AEP Dayton Hub Real-Time Off-Peak Fixed Price Future,Energy,Electricity,true,23:00UTC
MSC,IFED,Option on PJM AEP Dayton Hub Real-Time Peak Calendar Year One Time Fixed Price Future,Energy,Electricity,true,23:00UTC
DDO,IFED,Option on PJM AEP Dayton Hub Real-Time Peak Daily Look Back Fixed Price Future,Energy,Electricity,true,23:00UTC
MSO,IFED,Option on PJM AEP Dayton Hub Real-Time Peak Fixed Price Future,Energy,Electricity,true,23:00UTC
BGY,IFED,Option on PJM BGE Zone Day-Ahead Peak Fixed Price Future,Energy,Electricity,true,23:00UTC
NIA,IFED,Option on PJM NI Hub Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,true,23:00UTC
NIO,IFED,Option on PJM NI Hub Real-Time Off-Peak Fixed Price Future,Energy,Electricity,true,23:00UTC
PNK,IFED,Option on PJM NI Hub Real-Time Peak Calendar Year One Time Fixed Price Future,Energy,Electricity,true,23:00UTC
PNL,IFED,Option on PJM NI Hub Real-Time Peak Fixed Price Future,Energy,Electricity,true,23:00UTC
PCP,IFED,Option on PJM PECO Day-Ahead Peak Fixed Price Future,Energy,Electricity,true,23:00UTC
PPF,IFED,Option on PJM PEPCO Day-Ahead Peak Fixed Price Future,Energy,Electricity,true,23:00UTC
PPP,IFED,Option on PJM PPL Day-Ahead Peak Fixed Price Future,Energy,Electricity,true,23:00UTC
PSC,IFED,Option on PJM PSEG Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,true,23:00UTC
PSA,IFED,Option on PJM PSEG Day-Ahead Peak Fixed Price Future,Energy,Electricity,true,23:00UTC
PDA,IFED,Option on PJM Western Hub Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,true,23:00UTC
POX,IFED,Option On PJM Western Hub Real-Time Off-Peak Calendar Year One Time Mini Fixed Price Future,Energy,Electricity,true,23:00UTC
OD8,IFED,Option On PJM Western Hub Real-Time Off-Peak Daily Fixed Price Future,Energy,Electricity,true,23:00UTC
OPJ,IFED,Option on PJM Western Hub Real-Time Off-Peak Fixed Price Future,Energy,Electricity,true,23:00UTC
PMI,IFED,Option on PJM Western Hub Real-Time Peak (1 MW) Fixed Price Future,Energy,Electricity,true,23:00UTC
PJM,IFED,Option on PJM Western Hub Real-Time Peak (800 MWh) Fixed Price Future,Energy,Electricity,true,23:00UTC
PMJ,IFED,Option On PJM Western Hub Real-Time Peak 50 MW Fixed Price Future,Energy,Electricity,true,23:00UTC
PMM,IFED,Option on PJM Western Hub Real-Time Peak Calendar Year One Time Mini Fixed Price Future,Energy,Electricity,true,23:00UTC
P1X,IFED,Option on PJM Western Hub Real-Time Peak Calendar Year One Time Fixed Price Future,Energy,Electricity,true,23:00UTC
PDQ,IFED,Option on PJM Western Hub Real-Time Peak Daily Look Back Fixed Price Future,Energy,Electricity,true,23:00UTC
REH,IFED,Option on REX Zone 3 Fixed Price Future,Energy,Natural Gas,true,23:00UTC
CVL,IFED,Option on Socal Citygate Fixed Price Future,Energy,Natural Gas,true,23:00UTC
OPS,IFED,Option on Socal Fixed Price Future,Energy,Natural Gas,true,23:00UTC
TCF,IFED,Option on TCO Fixed Price Future,Energy,Natural Gas,true,23:00UTC
FQT,IFED,Option on TETCO M3 Fixed Price Future,Energy,Natural Gas,true,23:00UTC
YQA,IFED,Option on Transco Leidy Fixed Price Future,Energy,Natural Gas,true,23:00UTC
TPH,IFED,Option on Transco Zone 6 (non NY) Fixed Price Future,Energy,Natural Gas,true,23:00UTC
FQW,IFED,Option on Waha Fixed Price Future,Energy,Natural Gas,true,23:00UTC
WAW,IFEU,Option on WTI Crude Futures Weekly,Energy,Crude Oil and Refined Products,true,23:00UTC
QVP,IFED,Palo Verde Day-Ahead Off-Peak Daily Future,Energy,Electricity,false,23:00UTC
OVP,IFED,Palo Verde Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
VDP,IFED,Palo Verde Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
PVM,IFED,Palo Verde Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PAN,IFED,Panhandle Basis Future,Energy,Natural Gas,false,23:00UTC
OPP,IFED,Panhandle Fixed Price Future,Energy,Natural Gas,false,23:00UTC
PIS,IFED,Panhandle Index Future,Energy,Natural Gas,false,23:00UTC
PSS,IFED,Panhandle Swing Future,Energy,Natural Gas,false,23:00UTC
,IFEU,Permian WTI / Brent Futures Spread,Energy,Crude Oil and Refined Products,false,23:00UTC
,IFEU,Permian WTI / WTI Futures Spread,Energy,Crude Oil and Refined Products,false,23:00UTC
HOO,IFED,Permian WTI 1st Line Futures,Energy,Crude Oil and Refined Products,false,23:00UTC
HOU,IFEU,Permian WTI American-style Options,Energy,Crude Oil and Refined Products,true,23:00UTC
HOS,IFEU,Permian WTI Storage Future,Energy,Crude Oil and Refined Products,false,23:00UTC
WTL,IFEU,Permian WTL Crude Oil Future,Energy,Crude Oil and Refined Products,false,23:00UTC
PGE,IFED,PG&E Citygate Basis Future,Energy,Natural Gas,false,23:00UTC
PGD,IFED,PG&E Citygate Fixed Price Future,Energy,Natural Gas,false,23:00UTC
EIS,IFED,PG&E Citygate Index Future,Energy,Natural Gas,false,23:00UTC
PIG,IFED,PG&E Citygate Swing Future,Energy,Natural Gas,false,23:00UTC
CVI,IFED,Pine Prairie Basis Future,Energy,Natural Gas,false,23:00UTC
CVI,IFED,Pine Prairie Basis Future Lots,Energy,Natural Gas,false,23:00UTC
CVJ,IFED,Pine Prairie Index Future,Energy,Natural Gas,false,23:00UTC
CVK,IFED,Pine Prairie Swing Future,Energy,Natural Gas,false,23:00UTC
PMF,IFED,PJM AECO Zone Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
PTD,IFED,PJM AECO Zone Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PME,IFED,PJM AECO Zone Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
PTB,IFED,PJM AECO Zone Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
ADC,IFED,PJM AEP Dayton Hub Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
ADD,IFED,PJM AEP Dayton Hub Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
ADA,IFED,PJM AEP Dayton Hub Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
ADB,IFED,PJM AEP Dayton Hub Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
ADO,IFED,PJM AEP Dayton Hub Real-Time Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
AOD,IFED,PJM AEP Dayton Hub Real-Time Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
DDP,IFED,PJM AEP Dayton Hub Real-Time Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
DDO,IFED,PJM AEP Dayton Hub Real-Time Peak Daily Look Back Fixed Price Future,Energy,Electricity,false,23:00UTC
MSO,IFED,PJM AEP Dayton Hub Real-Time Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PAI,IFED,PJM AEP Zone Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
PAT,IFED,PJM AEP Zone Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
PAH,IFED,PJM AEP Zone Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
PAS,IFED,PJM AEP Zone Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
PUD,IFED,PJM APS Zone Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PUB,IFED,PJM APS Zone Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PAK,IFED,PJM ATSI Zone Day-Ahead Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
PAL,IFED,PJM ATSI Zone Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
PAW,IFED,PJM ATSI Zone Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PAV,IFED,PJM ATSI Zone Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PMT,IFED,PJM BGE Zone Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
BGZ,IFED,PJM BGE Zone Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PMN,IFED,PJM BGE Zone Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
BGY,IFED,PJM BGE Zone Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PBS,IFED,PJM BGE Zone Real-Time Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
PBR,IFED,PJM BGE Zone Real-Time Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
COO,IFED,PJM Comed Resid AGG Day-Ahead Off Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
COM,IFED,PJM Comed Resid AGG Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PDW,IFED,PJM ComEd Zone Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
CEO,IFED,PJM ComEd Zone Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PDV,IFED,PJM ComEd Zone Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
CEP,IFED,PJM ComEd Zone Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PDF,IFED,PJM Daily Load Future,Energy,Electricity,false,23:00UTC
DCO,IFED,PJM Day Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PFQ,IFED,PJM Deok Zone Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
DEO,IFED,PJM DEOK Zone Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PFP,IFED,PJM Deok Zone Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
DEP,IFED,PJM DEOK Zone Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
DOO,IFED,PJM DOM Zone Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
DOP,IFED,PJM DOM Zone Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PXD,IFED,PJM DPL Zone Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PXB,IFED,PJM DPL Zone Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PQD,IFED,PJM Duquesne Zone Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PQB,IFED,PJM Duquesne Zone Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PEC,IFED,PJM Eastern Hub Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
PED,IFED,PJM Eastern Hub Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PEA,IFED,PJM Eastern Hub Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
PEB,IFED,PJM Eastern Hub Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PFK,IFED,PJM FE Ohio Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
PFO,IFED,PJM FE Ohio Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
PFJ,IFED,PJM FE Ohio Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
PFN,IFED,PJM FE Ohio Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
JCC,IFED,PJM JCPL Zone Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
JCD,IFED,PJM JCPL Zone Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
JCA,IFED,PJM JCPL Zone Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
JCB,IFED,PJM JCPL Zone Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PFS,IFED,PJM METED Zone Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
PMD,IFED,PJM METED Zone Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PFR,IFED,PJM METED Zone Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
PMB,IFED,PJM METED Zone Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
NIC,IFED,PJM NI Hub Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
NID,IFED,PJM NI Hub Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
NIA,IFED,PJM NI Hub Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
NIB,IFED,PJM NI Hub Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
NDO,IFED,PJM NI Hub Real-Time Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
NIO,IFED,PJM NI Hub Real-Time Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
NDP,IFED,PJM NI Hub Real-Time Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
PNL,IFED,PJM NI Hub Real-Time Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PFU,IFED,PJM PECO Zone Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
PCO,IFED,PJM PECO Zone Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PFT,IFED,PJM PECO Zone Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
PCP,IFED,PJM PECO Zone Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PZD,IFED,PJM PENELEC Zone Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PZB,IFED,PJM PENELEC Zone Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PEO,IFED,PJM PENN Power Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PEP,IFED,PJM PENN Power Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PCQ,IFED,PJM PEPCO MD Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PCR,IFED,PJM PEPCO MD Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PPG,IFED,PJM PEPCO Zone Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
PPH,IFED,PJM PEPCO Zone Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PPE,IFED,PJM PEPCO Zone Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
PPF,IFED,PJM PEPCO Zone Day-Ahead Peak Month Fixed Price Future,Energy,Electricity,false,23:00UTC
PMW,IFED,PJM PPL Zone Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
PPO,IFED,PJM PPL Zone Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PMV,IFED,PJM PPL Zone Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
PPP,IFED,PJM PPL Zone Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PBU,IFED,PJM PPL Zone Real-Time Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
PBT,IFED,PJM PPL Zone Real-Time Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
PSD,IFED,PJM PSEG Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
PSB,IFED,PJM PSEG Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PSC,IFED,PJM PSEG Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
PSA,IFED,PJM PSEG Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
SIO,IFED,PJM SOUTHIMP Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
SIP,IFED,PJM SOUTHIMP Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PDO,IFED,PJM Western Hub Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
PJD,IFED,PJM Western Hub Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PDA,IFED,PJM Western Hub Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
PWC,IFED,PJM Western Hub Real-Time Off-Peak Calendar Year One Time Fixed Price Future,Energy,Electricity,false,23:00UTC
ODP,IFED,PJM Western Hub Real-Time Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
OPJ,IFED,PJM Western Hub Real-Time Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
PMI,IFED,PJM Western Hub Real-Time Peak (1 MW) Fixed Price Future,Energy,Electricity,false,23:00UTC
PW2,IFED,PJM Western Hub Real-Time Peak 2x16 Fixed Price Future,Energy,Electricity,false,23:00UTC
PMJ,IFED,PJM Western Hub Real-Time Peak 50MW Fixed Price Future,Energy,Electricity,false,23:00UTC
PDP,IFED,PJM Western Hub Real-Time Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
PDQ,IFED,PJM Western Hub Real-Time Peak Daily Look Back Fixed Price Future,Energy,Electricity,false,23:00UTC
PWA,IFED,PJM Western Hub Real-Time Peak Daily Mini Fixed Price Future,Energy,Electricity,false,23:00UTC
PPN,IFED,Polymer Grade Propylene (PGP)  OPIS PCW Mont Belvieu Balmo Future,Energy,Petrochemicals,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
PPL,IFED,Polymer Grade Propylene (PGP)  OPIS PCW Mont Belvieu Future,Energy,Petrochemicals,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
UCE,IFEU,Premium Unleaded Gasoline 10ppm CIF NWE Cargoes (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
UCC,IFEU,Premium Unleaded Gasoline 10ppm FOB Med Cargoes Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
UCB,IFEU,Premium Unleaded Gasoline 10ppm FOB Med Cargoes Future,Energy,Crude Oil and Refined Products,false,23:00UTC
AFD,IFED,Propane - Daily Argus Far East Mini Future,Energy,Natural Gas Liquids,false,23:00UTC
APC,IFED,Propane  Argus CIF ARA Average Price Options,Energy,Natural Gas Liquids,true,23:00UTC
AFM,IFED,Propane  Argus CIF ARA Mini Future,Energy,Natural Gas Liquids,false,23:00UTC
ABG,IFED,Propane  Argus CIF ARA vs Naphtha CIF NWE Cargoes (Platts) Balmo Future,Energy,Natural Gas Liquids,false,23:00UTC
APN,IFED,Propane  Argus CIF ARA vs Naphtha  Platts CIF NWE Cargoes (Platts) Future,Energy,Natural Gas Liquids,false,23:00UTC
APD,IFED,Propane  Argus CIF ARA  Fixed Price Balmo Future,Energy,Natural Gas Liquids,false,23:00UTC
AFE,IFED,Propane  Argus Far East Index (AFEI) Average Price Options,Energy,Natural Gas Liquids,true,23:00UTC
AFL,IFED,Propane  Argus Far East Index (AFEI) Mini Future,Energy,Natural Gas Liquids,false,23:00UTC
ARR,IFED,Propane  Argus Far East Index (AFEI) vs Naphtha C+F Japan Cargoes (Platts) Future,Energy,Natural Gas Liquids,false,23:00UTC
EGD,IFED,Propane  Argus Far East Index (AFEI) vs Propane  Argus CIF ARA Future,Energy,Natural Gas Liquids,false,23:00UTC
ABK,IFED,Propane  Argus Far East Index vs Naphtha C+F Japan (Platts) Balmo Future,Energy,Natural Gas Liquids,false,23:00UTC
EGE,IFED,Propane  Argus Far East vs. Propane  Argus CIF ARA  Differential Balmo Future,Energy,Natural Gas Liquids,false,23:00UTC
AFF,IFED,Propane  Argus Far East  Fixed Price Future (Balmo),Energy,Natural Gas Liquids,false,23:00UTC
AFK,IFED,Propane  Argus Saudi CP Mini Future,Energy,Natural Gas Liquids,false,23:00UTC
AFS,IFED,Propane  Argus Sonatrach CP Future,Energy,Natural Gas Liquids,false,23:00UTC
TOT,IFED,Propane  OPIS CIF ARA ToT Cargoes Future,Energy,Natural Gas Liquids,false,23:00UTC
PRC,IFED,Propane  OPIS Conway In-Well Average Price Options,Energy,Natural Gas Liquids,true,23:00UTC
PRC,IFED,Propane  OPIS Conway In-Well Future,Energy,Natural Gas Liquids,false,23:00UTC
PRD,IFED,Propane  OPIS Conway In-Well  Fixed Price Balmo Future,Energy,Natural Gas Liquids,false,23:00UTC
EDO,IFED,Propane  OPIS Edmonton Future,Energy,Natural Gas Liquids,false,23:00UTC
PRH,IFED,Propane  OPIS Hattiesburg Future,Energy,Natural Gas Liquids,false,23:00UTC
PRN,IFED,Propane  OPIS Mt. Belvieu Non-TET Future,Energy,Natural Gas Liquids,false,23:00UTC
CEJ,IFED,Propane  OPIS Mt. Belvieu Non-TET vs Propane  Argus CIF ARA Future,Energy,Natural Gas Liquids,false,23:00UTC
CEZ,IFED,Propane  OPIS Mt. Belvieu Non-TET vs Propane  Far East Index (AFEI) Future,Energy,Natural Gas Liquids,false,23:00UTC
PRO,IFED,Propane  OPIS Mt. Belvieu Non-TET  Fixed Price Balmo Future,Energy,Natural Gas Liquids,false,23:00UTC
PBP,IFED,Propane  OPIS Mt. Belvieu Other Non-TET Balmo Future,Energy,Natural Gas Liquids,false,23:00UTC
PBO,IFED,Propane  OPIS Mt. Belvieu Other Non-TET Future,Energy,Natural Gas Liquids,false,23:00UTC
PRL,IFED,Propane  OPIS Mt. Belvieu TET Average Price Options,Energy,Natural Gas Liquids,true,23:00UTC
PLM,IFED,Propane  OPIS Mt. Belvieu TET Mini Future,Energy,Natural Gas Liquids,false,23:00UTC
CEY,IFED,Propane  OPIS Mt. Belvieu TET vs Propane  Far East Index (AFEI) Future,Energy,Natural Gas Liquids,false,23:00UTC
